Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Flow Packets Count,Flow Bytes Count,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Fwd Packet Length Rel Std,Fwd Packet Length Median,Fwd Packet Length IQR,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Bwd Packet Length Rel Std,Bwd Packet Length Median,Bwd Packet Length IQR,Flow Bytes/s,Flow Packets/s,Flow Avg Bytes/Packets,Fwd Avg Bytes/Packets,Bwd Avg Bytes/Packets,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Flow IAT Rel Std,Flow IAT Median,Flow IAT IQR,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Fwd IAT Rel Std,Fwd IAT Median,Fwd IAT IQR,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Bwd IAT Rel Std,Bwd IAT Median,Bwd IAT IQR,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,Packet Length Rel Std,Packet Length Median,Packet Length IQR,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Rel Std,Active Median,Active IQR,Active Max,Active Min,Idle Mean,Idle Std,Idle Rel Std,Idle Median,Idle IQR,Idle Max,Idle Min,Label
192.168.0.2-149.154.167.151-37674-443-6,192.168.0.2,37674,149.154.167.151,443,6,13/11/2021 12:32:31 PM,15256704,409,333004,188,221,2774.0,330230.0,924.0,0.0,14.755319148936158,87.36311660350881,5.920788003410119,0.0,0.0,3684.0,0.0,1494.2533936651585,662.888897210724,0.4436254921829331,1228.0,1228.0,21826.732694034046,26.80788720814142,814.1907090464548,14.75531914893617,1494.2533936651585,37393.882352941415,480677.51711540134,9158277.0,0.0,12.854442675369627,14.0,71.5,1.5075534E7,80617.82887700514,714127.5348305916,9158277.0,5.0,8.858183664560139,79.0,287.0,1.5095053E7,68613.87727272742,670747.6200262202,9364985.0,0.0,9.775684550810661,48.0,250.5,0,0,0,0,6024,7080,12.322451821835175,14.485435386306243,0.0,3684.0,812.2048780487806,886.0792057713303,785136.3589003514,1.0909552869222152,1228.0,1228.0,2,2,0,148,408,0,0,0,1.0,814.1907090464548,14.75531914893617,1494.2533936651585,0,0,0,332771,220,141328,94,1387,110,165115,64240,18648,7,32,2516466.0,0.0,0.0,2516466.0,0.0,2516466.0,2516466.0,9158277.0,0.0,0.0,9158277.0,0.0,9158277.0,9158277.0,ManualLabel
192.168.0.2-108.128.145.102-50182-443-6,192.168.0.2,50182,108.128.145.102,443,6,13/11/2021 12:33:00 PM,18443435,28,7265,17,11,1566.0,5699.0,644.0,0.0,92.11764705882354,200.76101537429437,2.1793979957618164,0.0,80.5,2896.0,0.0,518.0909090909091,968.915626310718,1.8701652727527458,142.0,258.0,393.90710027714465,1.5181553761541708,259.4642857142857,92.11764705882354,518.0909090909091,683090.1851851854,3339000.3793912292,1.738703E7,0.0,4.888081327776694,585.0,158785.0,1.8443419E7,1152713.6875,4329938.560420609,1.738703E7,13.0,3.7563001180382956,13775.5,165896.25,1.827684E7,1827684.0,5537581.324018316,1.7586085E7,0.0,3.0298352034697005,85226.5,172795.0,0,0,0,0,552,360,0.9217371926650323,0.5964181834891386,0.0,2896.0,250.5172413793104,635.5454137246243,403917.9729064038,2.536932828357068,0.0,164.5,2,2,0,13,27,0,0,0,0.0,259.4642857142857,92.11764705882354,518.0909090909091,0,0,0,3632,7,8579,17,1566,11,5699,64240,120,6,32,896458.0,0.0,0.0,896458.0,0.0,896458.0,896458.0,1.738703E7,0.0,0.0,1.738703E7,0.0,1.738703E7,1.738703E7,ManualLabel
192.168.0.2-108.128.145.102-50182-443-6,192.168.0.2,50182,108.128.145.102,443,6,13/11/2021 12:33:19 PM,161466,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.386508614816742,0.0,0.0,0.0,161466.0,0.0,161466.0,161466.0,0.0,161466.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,6.193254307408371,6.193254307408371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,501,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
108.128.145.102-192.168.0.2-443-50182-6,108.128.145.102,443,192.168.0.2,50182,6,13/11/2021 12:33:19 PM,896,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,2232.1428571428573,0.0,0.0,0.0,896.0,0.0,896.0,896.0,0.0,896.0,0.0,896.0,896.0,0.0,896.0,896.0,0.0,896.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2232.1428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
104.154.127.252-192.168.0.2-4070-42954-6,104.154.127.252,4070,192.168.0.2,42954,6,13/11/2021 12:31:20 PM,60166965,5,33,2,3,22.0,11.0,11.0,11.0,11.0,0.0,0.0,11.0,0.0,11.0,0.0,3.666666666666667,6.350852961085883,1.732050807568877,0.0,11.0,0.5484737347147226,0.08310208101738221,6.6,11.0,3.6666666666666665,1.504174125E7,3.0008805570869785E7,6.005488E7,37.0,1.9950353534282332,56024.0,4.506911775E7,6.0166928E7,6.0166928E7,0.0,6.0166928E7,6.0166928E7,0.0,6.0166928E7,0.0,6.0166912E7,3.0083456E7,4.238599430443448E7,6.005488E7,112032.0,1.4089469741918774,3.0083456E7,5.9942848E7,1,0,0,0,64,96,0.033240832406952886,0.04986124861042933,0.0,11.0,7.333333333333333,5.680375574437544,32.266666666666666,0.7745966692414834,11.0,11.0,0,0,0,3,5,0,0,0,1.0,8.8,11.0,3.6666666666666665,0,0,0,0,0,0,2,22,3,11,16,501,1,32,53.0,0.0,0.0,53.0,0.0,53.0,53.0,6.005488E7,0.0,0.0,6.005488E7,0.0,6.005488E7,6.005488E7,ManualLabel
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,13/11/2021 12:31:21 PM,117123633,47,0,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.4012853665493795,0.0,0.0,0.0,2546165.9347826084,891440.9990222548,3007861.0,0.0,0.3501111168146887,3002127.0,295569.25,1.17123633E8,2546165.9347826084,891440.9990222548,3007861.0,0.0,0.3501111168146887,3002127.0,295569.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4012853665493795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManualLabel
192.168.0.1-224.0.0.1-0-0-0,192.168.0.1,0,224.0.0.1,0,0,13/11/2021 12:31:23 PM,90181293,4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.044355097015519616,0.0,0.0,0.0,3.0060431E7,10036.795952892537,3.0070512E7,3.0050439E7,3.338872936616423E-4,3.0060342E7,20073.0,9.0181293E7,3.0060431E7,10036.795952892537,3.0070512E7,3.0050439E7,3.338872936616423E-4,3.0060342E7,20073.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044355097015519616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0060431E7,10036.795952892537,3.338872936616423E-4,3.0060342E7,20073.0,3.0070512E7,3.0050439E7,ManualLabel
192.168.0.2-239.255.255.250-0-0-0,192.168.0.2,0,239.255.255.250,0,0,13/11/2021 12:31:23 PM,60083866,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.033286806145263685,0.0,0.0,0.0,6.0083866E7,0.0,6.0083866E7,6.0083866E7,0.0,6.0083866E7,0.0,6.0083866E7,6.0083866E7,0.0,6.0083866E7,6.0083866E7,0.0,6.0083866E7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033286806145263685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0083866E7,0.0,0.0,6.0083866E7,0.0,6.0083866E7,6.0083866E7,ManualLabel
192.168.0.2-224.0.0.251-0-0-0,192.168.0.2,0,224.0.0.251,0,0,13/11/2021 12:31:23 PM,90140201,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.022187658534287048,0.0,0.0,0.0,9.0140201E7,0.0,9.0140201E7,9.0140201E7,0.0,9.0140201E7,0.0,9.0140201E7,9.0140201E7,0.0,9.0140201E7,9.0140201E7,0.0,9.0140201E7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022187658534287048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0140201E7,0.0,0.0,9.0140201E7,0.0,9.0140201E7,9.0140201E7,ManualLabel
192.168.0.9-239.255.255.246-0-0-0,192.168.0.9,0,239.255.255.246,0,0,13/11/2021 12:31:23 PM,90234574,4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.04432890656745385,0.0,0.0,0.0,3.0078191333333332E7,95235.92365453979,3.0143637E7,2.9968934E7,0.0031662782711604463,3.0122003E7,174703.0,9.0234574E7,3.0078191333333332E7,95235.92365453979,3.0143637E7,2.9968934E7,0.0031662782711604463,3.0122003E7,174703.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04432890656745385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0078191333333332E7,95235.92365453979,0.0031662782711604463,3.0122003E7,174703.0,3.0143637E7,2.9968934E7,ManualLabel
192.168.0.9-239.255.255.250-0-0-0,192.168.0.9,0,239.255.255.250,0,0,13/11/2021 12:31:23 PM,90118179,4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.04438616097646625,0.0,0.0,0.0,3.0039393E7,85129.02361122204,3.0136354E7,2.9976917E7,0.002833912909332823,3.0004908E7,159437.0,9.0118179E7,3.0039393E7,85129.02361122204,3.0136354E7,2.9976917E7,0.002833912909332823,3.0004908E7,159437.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04438616097646625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0039393E7,85129.02361122204,0.002833912909332823,3.0004908E7,159437.0,3.0136354E7,2.9976917E7,ManualLabel
192.168.0.9-239.255.255.177-0-0-0,192.168.0.9,0,239.255.255.177,0,0,13/11/2021 12:31:23 PM,90220461,4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.04433584084656805,0.0,0.0,0.0,3.0073487E7,48769.446777670135,3.0116777E7,3.002065E7,0.0016216758228824657,3.0083034E7,96127.0,9.0220461E7,3.0073487E7,48769.446777670135,3.0116777E7,3.002065E7,0.0016216758228824657,3.0083034E7,96127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04433584084656805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0073487E7,48769.446777670135,0.0016216758228824657,3.0083034E7,96127.0,3.0116777E7,3.002065E7,ManualLabel
192.168.0.13-239.255.255.250-0-0-0,192.168.0.13,0,239.255.255.250,0,0,13/11/2021 12:31:23 PM,90175339,4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.04435802564601393,0.0,0.0,0.0,3.0058446333333332E7,110218.74541716273,3.0174501E7,2.9955179E7,0.0036668144519144885,3.0045659E7,219322.0,9.0175339E7,3.0058446333333332E7,110218.74541716273,3.0174501E7,2.9955179E7,0.0036668144519144885,3.0045659E7,219322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04435802564601393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0058446333333332E7,110218.74541716273,0.0036668144519144885,3.0045659E7,219322.0,3.0174501E7,2.9955179E7,ManualLabel
192.168.0.13-224.0.0.251-0-0-0,192.168.0.13,0,224.0.0.251,0,0,13/11/2021 12:31:23 PM,90084280,4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.04440286362948119,0.0,0.0,0.0,3.0028093333333332E7,80049.89631681814,3.0120487E7,2.9979542E7,0.0026658334722823385,2.9984251E7,140945.0,9.008428E7,3.0028093333333332E7,80049.89631681814,3.0120487E7,2.9979542E7,0.0026658334722823385,2.9984251E7,140945.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04440286362948119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0028093333333332E7,80049.89631681814,0.0026658334722823385,2.9984251E7,140945.0,3.0120487E7,2.9979542E7,ManualLabel
192.168.0.4-224.0.0.251-0-0-0,192.168.0.4,0,224.0.0.251,0,0,13/11/2021 12:31:23 PM,90294705,4,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.04429938610464479,0.0,0.0,0.0,3.0098235E7,44926.90878527032,3.0140151E7,3.0050806E7,0.0014926758590751358,3.0103748E7,89345.0,9.0294705E7,3.0098235E7,44926.90878527032,3.0140151E7,3.0050806E7,0.0014926758590751358,3.0103748E7,89345.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04429938610464479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0098235E7,44926.90878527032,0.0014926758590751358,3.0103748E7,89345.0,3.0140151E7,3.0050806E7,ManualLabel
192.168.0.5-224.0.0.251-0-0-0,192.168.0.5,0,224.0.0.251,0,0,13/11/2021 12:31:23 PM,90067570,3,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.033308326182220745,0.0,0.0,0.0,4.5033785E7,2.125219754615174E7,6.0061358E7,3.0006212E7,0.471916751970809,4.5033785E7,3.0055146E7,9.006757E7,4.5033785E7,2.125219754615174E7,6.0061358E7,3.0006212E7,0.471916751970809,4.5033785E7,3.0055146E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033308326182220745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5033785E7,2.125219754615174E7,0.471916751970809,4.5033785E7,3.0055146E7,6.0061358E7,3.0006212E7,ManualLabel
192.168.0.2-35.186.224.47-41808-443-6,192.168.0.2,41808,35.186.224.47,443,6,13/11/2021 12:31:20 PM,93138405,16,264,8,8,140.0,124.0,35.0,0.0,17.5,18.708286933869708,1.0690449676496976,17.5,35.0,31.0,0.0,15.5,16.57019699857031,1.0690449676496974,15.5,31.0,2.8344913142972543,0.1717873523816518,16.5,17.5,15.5,6209227.0,1.2778107112366661E7,3.0916096E7,38.0,2.057922364952459,32087.0,82203.0,9.3138405E7,1.330548642857143E7,1.645703938702013E7,3.0916096E7,106576.0,1.236861160647328,113074.0,3.0802815E7,9.310628E7,1.3300897142857144E7,1.6487324178385623E7,3.0944027E7,80948.0,1.23956482042564,82260.0,3.0856272E7,1,0,0,0,256,256,0.0858936761908259,0.0858936761908259,0.0,35.0,17.58823529411765,17.157574214940073,294.3823529411765,0.9755142530233486,31.0,35.0,0,0,0,8,16,0,0,0,1.0,18.6875,17.5,15.5,0,0,0,0,0,0,2,46,2,41,501,266,3,32,111816.33333333333,1464.157209227661,0.013094305327137607,112166.0,2865.0,113074.0,110209.0,3.0898793333333332E7,27351.830456723244,8.85207074647033E-4,3.0913024E7,48836.0,3.0916096E7,3.086726E7,ManualLabel
